Session_ID,User_ID,Content_ID,View_Date,Watch_Duration_Minutes,Completion_Percentage,Paused_Times,Rewatched_Flag,Time_of_Day,Device_Type
S427026,U0604,C15483,02/07/2024,568,94,1,N,Evening,Mobile
S261995,U0604,C15570,07/06/2025,15,2,3,Y,Morning,Mobile
S507079,U0604,C04811,17/09/2023,168,99,3,Y,Evening,Mobile
S559789,U0605,C07081,09/11/2022,59,64,1,Y,Evening,Smart TV
S828914,U0605,C02107,10/03/2023,1750,58,0,N,Night,Smart TV
S721752,U0605,C05917,14/10/2024,54,85,1,N,Night,Smart TV
S428694,U0605,C06136,14/10/2022,71,71,2,N,Morning,Smart TV
S691102,U0605,C11747,23/10/2022,5,33,3,N,Afternoon,Smart TV
S777064,U0605,C08235,07/07/2024,90,81,0,Y,Night,Smart TV
S863825,U0605,C17768,07/04/2024,25,18,0,Y,Morning,Smart TV
S167552,U0605,C08714,18/09/2022,468,78,0,Y,Evening,Smart TV
S148683,U0605,C09685,26/03/2025,2020,84,2,N,Night,Smart TV
S481586,U0605,C10914,14/01/2024,580,96,3,Y,Evening,Smart TV
S546619,U0605,C03510,01/07/2025,274,22,1,N,Afternoon,Smart TV
S430567,U0605,C02753,29/04/2025,233,38,0,Y,Afternoon,Smart TV
S255656,U0605,C15071,17/05/2023,39,50,0,N,Afternoon,Smart TV
S720470,U0605,C16666,03/05/2023,65,61,0,N,Evening,Smart TV
S393335,U0605,C01356,22/06/2022,105,82,3,N,Evening,Smart TV
S432141,U0606,C10035,10/04/2023,7,7,2,N,Night,Mobile
S214048,U0606,C14843,22/10/2024,87,82,2,Y,Morning,Mobile
S376420,U0606,C00466,03/04/2022,83,97,3,N,Night,Mobile
S174470,U0606,C16692,19/07/2025,29,64,0,Y,Afternoon,Mobile
S768963,U0606,C08253,23/05/2024,23,23,1,Y,Night,Mobile
S255398,U0606,C05001,23/05/2024,47,48,1,N,Night,Mobile
S284478,U0606,C09860,25/04/2023,1098,91,1,Y,Afternoon,Mobile
S638968,U0606,C03914,19/05/2022,89,69,2,N,Night,Mobile
S797412,U0606,C04588,16/01/2023,75,68,2,N,Evening,Mobile
S658824,U0606,C16633,13/11/2024,238,39,2,N,Morning,Mobile
S397271,U0606,C12592,11/06/2023,28,30,1,N,Evening,Mobile
S494168,U0606,C09670,13/05/2023,6,21,2,Y,Morning,Mobile
S694274,U0606,C17550,02/12/2022,21,23,3,Y,Morning,Mobile
S856550,U0606,C15960,15/11/2022,333,55,2,Y,Evening,Mobile
S217646,U0606,C09086,11/04/2025,22,24,2,N,Morning,Mobile
S786755,U0607,C06297,31/07/2023,46,41,3,Y,Morning,Laptop
S410450,U0607,C07188,08/07/2022,116,19,2,N,Afternoon,Laptop
S437936,U0607,C12534,08/10/2025,13,14,2,N,Afternoon,Laptop
S497556,U0607,C13413,08/06/2023,8,40,1,N,Morning,Laptop
S883917,U0607,C03421,03/10/2025,21,44,3,Y,Night,Laptop
S892767,U0607,C04445,23/06/2023,125,83,2,Y,Night,Laptop
S356352,U0607,C14324,12/08/2024,34,59,3,N,Afternoon,Laptop
S897763,U0607,C00136,15/02/2023,78,71,1,Y,Night,Laptop
S852108,U0607,C11782,25/04/2022,51,54,2,N,Afternoon,Laptop
S597422,U0607,C08271,09/02/2023,174,14,1,N,Evening,Laptop
S563351,U0607,C14740,21/07/2024,35,47,3,Y,Evening,Laptop
S511399,U0607,C01194,09/12/2024,518,86,0,Y,Evening,Laptop
S136319,U0607,C10258,31/08/2022,1372,22,0,Y,Morning,Laptop
S209619,U0607,C17684,10/03/2024,78,44,3,N,Afternoon,Laptop
S543115,U0607,C16208,29/04/2023,33,27,3,N,Night,Laptop
S256780,U0608,C06226,15/08/2023,50,47,3,N,Evening,Laptop
S853339,U0608,C06146,13/06/2022,651,54,3,N,Morning,Laptop
S410231,U0608,C02098,02/01/2025,456,76,2,N,Afternoon,Laptop
S419788,U0608,C02434,26/01/2023,108,94,0,N,Night,Laptop
S453311,U0608,C13251,29/06/2022,304,50,0,Y,Evening,Laptop
S424017,U0608,C10602,08/07/2023,9,17,2,N,Evening,Laptop
S767003,U0608,C11579,24/04/2024,36,38,1,N,Morning,Laptop
S961225,U0608,C12397,28/07/2024,33,35,0,N,Morning,Laptop
S711496,U0608,C09013,02/06/2024,39,39,1,Y,Night,Laptop
S627685,U0608,C14962,05/02/2023,34,5,3,Y,Morning,Laptop
S454091,U0608,C14342,09/04/2022,27,33,2,N,Afternoon,Laptop
S657452,U0608,C12467,12/04/2022,60,60,1,Y,Afternoon,Laptop
S813407,U0608,C03875,24/01/2022,48,52,3,N,Evening,Laptop
S373985,U0608,C08564,01/09/2023,75,12,3,Y,Morning,Laptop
S103114,U0608,C03918,04/11/2025,517,43,1,Y,Evening,Laptop
S169724,U0609,C14138,12/06/2022,56,60,3,N,Afternoon,Tablet
S592149,U0609,C04294,25/03/2025,693,57,0,Y,Afternoon,Tablet
S791117,U0609,C15043,01/08/2025,96,93,1,Y,Evening,Tablet
S395898,U0609,C14227,31/10/2024,114,91,1,Y,Evening,Tablet
S156366,U0609,C12352,13/06/2025,72,90,1,Y,Evening,Tablet
S700142,U0609,C16021,28/06/2023,12,13,0,N,Morning,Tablet
S878915,U0609,C04550,18/02/2025,47,29,1,N,Afternoon,Tablet
S367445,U0609,C01446,09/03/2025,9,10,1,Y,Night,Tablet
S333724,U0609,C03472,26/05/2023,24,25,1,N,Night,Tablet
S740686,U0609,C07723,16/10/2025,80,70,2,N,Morning,Tablet
S257748,U0609,C10099,11/09/2023,22,26,0,N,Evening,Tablet
S211425,U0609,C01643,11/07/2022,53,55,2,Y,Afternoon,Tablet
S168435,U0609,C15156,27/11/2023,66,72,0,N,Night,Tablet
S242556,U0609,C00975,22/05/2023,237,39,0,N,Morning,Tablet
S319882,U0609,C11184,12/02/2022,79,96,3,N,Night,Tablet
S510324,U0610,C08854,06/10/2025,353,58,3,Y,Afternoon,Tablet
S949306,U0610,C01618,13/07/2024,123,99,3,Y,Morning,Tablet
S735743,U0610,C01936,23/12/2022,29,25,2,Y,Evening,Tablet
S425016,U0610,C05144,08/04/2022,27,30,3,Y,Morning,Tablet
S300754,U0610,C03539,06/06/2023,18,56,1,N,Morning,Tablet
S596951,U0610,C11838,02/12/2023,66,75,1,N,Afternoon,Tablet
S928668,U0610,C07002,11/12/2025,320,53,1,Y,Morning,Tablet
S520641,U0610,C15568,02/12/2025,953,52,2,Y,Evening,Tablet
S820824,U0610,C07155,04/12/2023,77,77,1,Y,Afternoon,Tablet
S555194,U0610,C02935,10/08/2022,25,31,3,Y,Morning,Tablet
S738881,U0610,C11905,23/08/2024,21,19,2,N,Afternoon,Tablet
S850388,U0610,C13008,10/12/2025,9,100,1,N,Evening,Tablet
S196591,U0610,C03065,22/01/2024,54,62,0,N,Morning,Tablet
S707517,U0610,C10970,05/01/2022,32,36,3,Y,Night,Tablet
S419850,U0610,C16379,01/09/2023,66,55,2,N,Night,Tablet
S794679,U0611,C02136,19/09/2024,341,56,0,Y,Morning,Smart TV
S445610,U0611,C04892,31/08/2024,1677,46,1,Y,Afternoon,Smart TV
S138538,U0611,C04488,10/07/2022,179,29,1,N,Night,Smart TV
S142855,U0611,C11705,21/08/2025,51,68,3,Y,Evening,Smart TV
S198664,U0611,C15341,10/09/2023,54,50,3,N,Morning,Smart TV
S276949,U0611,C04134,22/12/2023,602,50,3,Y,Afternoon,Smart TV
S840093,U0611,C13861,01/09/2025,15,15,2,N,Afternoon,Smart TV
S200730,U0611,C13112,04/01/2024,53,54,1,N,Afternoon,Smart TV
S702413,U0611,C09738,16/12/2025,22,36,1,N,Afternoon,Smart TV
S309590,U0611,C03886,13/02/2025,45,45,2,N,Morning,Smart TV
S644248,U0611,C01197,05/07/2024,118,19,1,Y,Morning,Smart TV
S570908,U0611,C04828,26/04/2023,33,33,0,Y,Afternoon,Smart TV
S705467,U0611,C15607,18/07/2022,64,65,0,N,Evening,Smart TV
S978375,U0611,C14801,05/08/2024,200,33,2,Y,Evening,Smart TV
S340951,U0611,C00584,11/07/2023,342,56,0,N,Morning,Smart TV
S955684,U0612,C04446,06/11/2023,110,82,1,N,Morning,Mobile
S500756,U0612,C00535,04/08/2025,18,16,2,N,Evening,Mobile
S913128,U0612,C08302,25/05/2024,365,60,1,Y,Evening,Mobile
S373763,U0612,C02883,19/06/2023,106,80,1,Y,Afternoon,Mobile
S343199,U0612,C13686,16/11/2024,40,36,1,Y,Night,Mobile
S296921,U0612,C07601,13/08/2022,39,70,2,Y,Night,Mobile
S913490,U0612,C07929,06/05/2022,295,49,0,Y,Night,Mobile
S432803,U0612,C01217,13/10/2022,394,65,1,Y,Night,Mobile
S128630,U0612,C17666,02/05/2022,406,67,0,N,Night,Mobile
S507656,U0612,C17780,02/04/2023,287,23,2,N,Night,Mobile
S615753,U0612,C12198,18/02/2022,8,8,0,Y,Evening,Mobile
S737103,U0612,C09780,02/01/2022,258,43,1,N,Evening,Mobile
S786020,U0612,C17792,29/06/2022,277,46,1,N,Afternoon,Mobile
S827665,U0612,C06053,13/04/2022,38,73,0,Y,Afternoon,Mobile
S998897,U0612,C14001,07/04/2025,393,65,1,Y,Evening,Mobile
S232388,U0613,C03912,06/11/2023,57,57,3,Y,Morning,Mobile
S657144,U0613,C00765,03/01/2025,47,7,2,N,Morning,Mobile
S842512,U0613,C03704,02/10/2025,64,91,3,Y,Night,Mobile
S725662,U0613,C04407,23/04/2022,27,49,0,N,Evening,Mobile
S798255,U0613,C08137,14/09/2023,36,36,0,N,Afternoon,Mobile
S760295,U0613,C16150,04/09/2022,25,25,2,Y,Morning,Mobile
S630599,U0613,C08371,19/09/2022,53,60,2,N,Night,Mobile
S783999,U0613,C12194,17/03/2022,58,69,1,N,Morning,Mobile
S643844,U0613,C08247,10/03/2025,50,41,0,N,Morning,Mobile
S750494,U0613,C06644,02/06/2023,841,70,2,N,Morning,Mobile
S177920,U0613,C01245,15/05/2025,58,63,1,N,Morning,Mobile
S345233,U0613,C07521,04/04/2022,87,90,2,N,Morning,Mobile
S109663,U0613,C16742,28/07/2024,16,72,1,N,Morning,Mobile
S294190,U0613,C16882,11/05/2024,43,97,2,N,Morning,Mobile
S973262,U0613,C12800,15/10/2022,157,26,1,N,Evening,Mobile
S166080,U0614,C05897,19/08/2023,38,34,1,Y,Morning,Tablet
S360207,U0614,C07872,15/03/2022,393,32,0,Y,Morning,Tablet
S771789,U0614,C12009,16/10/2024,37,39,0,N,Night,Tablet
S516344,U0614,C06767,13/06/2022,93,86,0,Y,Evening,Tablet
S635264,U0614,C17159,11/11/2024,2797,93,2,N,Night,Tablet
S598061,U0614,C08766,25/04/2024,244,40,3,N,Morning,Tablet
S961481,U0614,C09544,01/03/2025,103,17,0,Y,Night,Tablet
S182046,U0614,C09276,11/08/2023,62,65,0,N,Morning,Tablet
S223943,U0614,C10303,27/10/2024,32,100,2,N,Afternoon,Tablet
S855864,U0614,C11166,27/03/2024,2311,96,3,Y,Evening,Tablet
S359834,U0614,C01577,28/08/2024,538,89,3,Y,Night,Tablet
S678786,U0614,C06001,23/11/2025,119,92,0,Y,Morning,Tablet
S373705,U0614,C08458,14/06/2024,12,54,3,N,Morning,Tablet
S749050,U0614,C08936,15/06/2023,19,23,0,Y,Morning,Tablet
S467089,U0614,C12789,08/05/2022,76,71,2,N,Night,Tablet
S790318,U0615,C13837,23/09/2024,6,1,0,N,Afternoon,Smart TV
S925686,U0615,C05169,09/02/2024,41,73,1,N,Afternoon,Smart TV
S631738,U0615,C11454,16/10/2022,34,35,2,N,Night,Smart TV
S329624,U0615,C15194,24/08/2024,83,87,2,Y,Afternoon,Smart TV
S211800,U0615,C06377,06/05/2025,581,96,0,N,Morning,Smart TV
S516468,U0615,C13670,21/06/2022,16,25,0,Y,Morning,Smart TV
S229907,U0615,C01924,26/04/2022,12,10,2,N,Night,Smart TV
S398822,U0615,C09560,16/06/2022,306,51,3,N,Afternoon,Smart TV
S669923,U0615,C01339,05/06/2025,25,25,1,N,Evening,Smart TV
S880379,U0615,C07761,29/06/2024,29,30,0,Y,Afternoon,Smart TV
S717930,U0615,C01580,28/11/2022,32,29,3,N,Night,Smart TV
S557650,U0615,C07648,16/04/2024,570,31,3,Y,Morning,Smart TV
S872802,U0615,C02585,19/10/2025,70,67,3,N,Night,Smart TV
S502978,U0615,C17090,24/07/2025,9,100,2,Y,Morning,Smart TV
S864404,U0615,C06274,04/02/2022,4597,85,0,N,Night,Smart TV
S634626,U0616,C13431,07/09/2025,90,66,2,N,Night,Mobile
S287351,U0616,C14665,21/03/2023,63,69,3,N,Night,Mobile
S590745,U0616,C05054,24/11/2025,38,41,0,Y,Evening,Mobile
S981240,U0616,C16616,23/09/2023,37,84,0,N,Night,Mobile
S370437,U0616,C08102,12/08/2023,60,61,3,N,Morning,Mobile
S479075,U0616,C01637,05/04/2025,69,11,2,Y,Night,Mobile
S518982,U0616,C12572,26/12/2022,556,92,2,Y,Afternoon,Mobile
S978974,U0616,C06716,07/06/2025,22,18,3,Y,Night,Mobile
S756783,U0616,C04733,16/12/2023,11,11,1,Y,Night,Mobile
S762349,U0616,C04955,05/11/2024,131,21,1,N,Afternoon,Mobile
S208222,U0616,C17247,13/10/2024,49,52,3,N,Evening,Mobile
S948189,U0616,C08730,06/02/2024,425,70,2,N,Afternoon,Mobile
S645961,U0616,C16196,19/06/2022,45,46,2,Y,Afternoon,Mobile
S453243,U0616,C00389,29/09/2023,66,73,3,N,Evening,Mobile
S872764,U0616,C02034,16/05/2022,21,35,1,Y,Afternoon,Mobile
S417789,U0617,C01743,08/07/2023,28,34,3,Y,Afternoon,Laptop
S517733,U0617,C08687,14/09/2025,74,81,0,Y,Evening,Laptop
S594015,U0617,C04132,15/01/2023,54,43,0,N,Night,Laptop
S859460,U0617,C05622,30/03/2025,5,20,3,N,Evening,Laptop
S206592,U0617,C03699,10/06/2023,182,30,0,N,Night,Laptop
S528998,U0617,C07247,16/06/2022,35,5,3,N,Night,Laptop
S842578,U0617,C13633,12/03/2022,114,89,0,Y,Evening,Laptop
S470336,U0617,C05218,06/08/2024,13,92,3,Y,Morning,Laptop
S584981,U0617,C10195,08/03/2024,440,73,3,Y,Night,Laptop
S402073,U0617,C14550,15/11/2025,444,74,0,Y,Morning,Laptop
S946342,U0617,C12046,09/11/2024,22,26,1,N,Morning,Laptop
S799733,U0617,C03891,31/03/2023,118,19,0,N,Afternoon,Laptop
S531308,U0617,C00283,22/04/2022,600,100,2,Y,Evening,Laptop
S655248,U0617,C11907,14/12/2022,98,96,0,Y,Evening,Laptop
S625456,U0617,C10827,28/03/2024,406,67,3,N,Evening,Laptop
S258361,U0618,C00885,12/08/2023,34,33,3,Y,Afternoon,Mobile
S120922,U0618,C08420,30/10/2025,561,93,3,Y,Night,Mobile
S213355,U0618,C13364,28/06/2024,57,64,0,N,Morning,Mobile
S944964,U0618,C14836,18/04/2025,93,71,1,Y,Night,Mobile
S399356,U0618,C14588,21/03/2024,84,93,3,Y,Morning,Mobile
S791410,U0618,C13318,18/12/2024,51,75,1,Y,Evening,Mobile
S640825,U0618,C00171,26/01/2024,29,31,2,Y,Evening,Mobile
S412753,U0618,C14188,24/02/2023,22,34,2,Y,Night,Mobile
S782895,U0618,C10961,02/09/2023,11,17,0,Y,Night,Mobile
S441912,U0618,C09018,14/07/2024,119,83,3,Y,Night,Mobile
S205292,U0618,C10112,26/06/2022,1050,87,1,Y,Morning,Mobile
S436739,U0618,C04885,22/01/2023,20,15,2,N,Evening,Mobile
S500230,U0618,C15562,02/01/2022,38,45,2,N,Afternoon,Mobile
S814154,U0618,C12947,28/12/2023,12,10,0,N,Morning,Mobile
S704816,U0618,C06729,27/11/2024,73,90,2,Y,Afternoon,Mobile
S275612,U0619,C00710,17/11/2023,57,98,2,N,Afternoon,Smart TV
S352048,U0619,C13579,31/01/2023,1150,63,0,N,Morning,Smart TV
S802099,U0619,C17175,18/01/2023,23,28,2,N,Evening,Smart TV
S247531,U0619,C05841,13/07/2022,49,44,3,Y,Evening,Smart TV
S549858,U0619,C03059,12/01/2025,372,62,0,N,Night,Smart TV
S666235,U0619,C10256,14/01/2025,112,79,1,Y,Evening,Smart TV
S427192,U0619,C16051,16/11/2024,64,72,0,Y,Night,Smart TV
S675807,U0619,C14932,29/11/2022,17,17,3,N,Evening,Smart TV
S811909,U0619,C05941,29/04/2024,34,64,2,N,Evening,Smart TV
S117136,U0619,C12760,20/07/2022,5,4,1,Y,Morning,Smart TV
S423209,U0619,C13742,22/01/2023,19,26,3,N,Morning,Smart TV
S442970,U0619,C09138,11/12/2025,44,50,1,N,Afternoon,Smart TV
S864945,U0619,C07348,29/04/2023,15,10,3,Y,Morning,Smart TV
S462373,U0619,C02639,05/03/2025,557,92,3,Y,Night,Smart TV
S416909,U0619,C04597,29/01/2022,155,25,1,Y,Night,Smart TV
S824421,U0620,C10155,07/09/2024,58,59,2,Y,Night,Mobile
S412176,U0620,C11602,29/11/2024,15,19,0,Y,Morning,Mobile
S229228,U0620,C15575,30/11/2022,75,86,2,N,Evening,Mobile
S257152,U0620,C17344,14/03/2022,35,79,3,Y,Afternoon,Mobile
S142873,U0620,C00906,21/03/2025,30,29,3,N,Evening,Mobile
S784262,U0620,C11019,26/05/2023,9,29,3,Y,Evening,Mobile
S557169,U0620,C10946,06/07/2022,6,7,3,Y,Afternoon,Mobile
S394025,U0620,C05153,06/05/2022,13,11,1,N,Afternoon,Mobile
S750366,U0620,C09892,31/12/2025,72,72,1,N,Night,Mobile
S416257,U0620,C11595,24/10/2022,8,8,0,N,Morning,Mobile
S415433,U0620,C06641,15/10/2023,39,42,2,N,Evening,Mobile
S871098,U0620,C12326,11/11/2025,49,46,0,N,Night,Mobile
S439205,U0620,C11044,13/04/2022,85,94,1,Y,Evening,Mobile
S528153,U0620,C01264,25/08/2025,58,42,2,N,Morning,Mobile
S516927,U0620,C09812,14/09/2023,200,33,3,Y,Night,Mobile
S355587,U0621,C16555,28/01/2024,137,22,0,Y,Evening,Smart TV
S922928,U0621,C03552,27/06/2023,51,58,3,N,Morning,Smart TV
S479281,U0621,C06533,12/10/2023,53,71,0,N,Afternoon,Smart TV
S662552,U0621,C17596,15/05/2023,57,47,1,Y,Evening,Smart TV
S515255,U0621,C01655,26/06/2025,27,19,3,N,Evening,Smart TV
S978688,U0621,C07590,18/01/2023,42,37,3,N,Morning,Smart TV
S901195,U0621,C11151,07/06/2022,71,66,1,Y,Morning,Smart TV
S109374,U0621,C07732,09/08/2023,62,47,1,Y,Morning,Smart TV
S400195,U0621,C08290,28/11/2022,22,24,3,Y,Night,Smart TV
S609722,U0621,C07329,12/04/2025,25,37,3,N,Morning,Smart TV
S935911,U0621,C17245,27/10/2022,68,75,0,N,Morning,Smart TV
S222406,U0621,C04975,23/05/2023,150,25,2,N,Evening,Smart TV
S845964,U0621,C10772,03/09/2025,961,80,3,N,Evening,Smart TV
S914979,U0621,C14797,28/05/2023,25,24,0,N,Afternoon,Smart TV
S595401,U0621,C10939,24/01/2025,158,26,2,N,Afternoon,Smart TV
S759716,U0622,C14964,20/10/2023,67,89,0,Y,Evening,Laptop
S510900,U0622,C05918,24/09/2022,77,85,1,Y,Evening,Laptop
S871134,U0622,C01807,01/01/2025,95,84,3,Y,Evening,Laptop
S153535,U0622,C16098,29/09/2023,44,40,2,Y,Morning,Laptop
S388741,U0622,C16147,31/01/2023,34,31,2,Y,Night,Laptop
S512828,U0622,C17732,02/12/2022,40,6,3,N,Afternoon,Laptop
S887303,U0622,C16625,12/02/2024,1087,25,2,N,Afternoon,Laptop
S265423,U0622,C16359,09/05/2025,19,21,1,N,Night,Laptop
S286302,U0622,C16650,13/06/2022,353,29,2,N,Evening,Laptop
S251716,U0622,C03996,15/08/2024,8,12,0,N,Morning,Laptop
S991434,U0622,C17788,11/07/2023,345,28,2,N,Morning,Laptop
S715596,U0622,C04988,02/06/2022,121,85,2,N,Afternoon,Laptop
S960148,U0622,C07729,09/03/2023,44,56,3,N,Night,Laptop
S234845,U0622,C00574,04/04/2023,962,40,3,N,Afternoon,Laptop
S780580,U0622,C00996,03/05/2023,36,24,3,Y,Morning,Laptop
S357844,U0623,C14639,22/11/2025,24,51,3,N,Afternoon,Mobile
S772082,U0623,C11777,11/01/2023,87,57,1,N,Evening,Mobile
S136128,U0623,C00177,04/09/2023,54,32,0,N,Night,Mobile
S756836,U0623,C07931,21/07/2024,291,48,3,Y,Afternoon,Mobile
S667382,U0623,C07122,07/08/2022,561,93,3,Y,Night,Mobile
S598462,U0623,C01534,19/06/2024,44,73,3,N,Evening,Mobile
S362594,U0623,C12831,21/04/2022,97,73,3,Y,Evening,Mobile
S125033,U0623,C09365,24/03/2024,141,23,2,Y,Afternoon,Mobile
S108217,U0623,C10314,01/09/2023,548,91,3,N,Evening,Mobile
S265218,U0623,C17490,23/11/2025,432,72,1,Y,Morning,Mobile
S841150,U0623,C08096,27/09/2025,79,64,0,Y,Night,Mobile
S927356,U0623,C13519,31/10/2024,585,97,1,Y,Evening,Mobile
S491335,U0623,C03670,12/04/2023,16,42,3,Y,Afternoon,Mobile
S633969,U0623,C02193,12/10/2024,39,28,3,Y,Evening,Mobile
S579102,U0623,C11413,27/02/2023,66,61,1,Y,Evening,Mobile
S417606,U0624,C10049,12/02/2023,43,69,0,N,Evening,Laptop
S144858,U0624,C16763,30/08/2022,64,68,1,N,Morning,Laptop
S833504,U0624,C06057,06/08/2025,546,45,2,Y,Afternoon,Laptop
S475716,U0624,C13250,16/09/2025,73,73,0,Y,Morning,Laptop
S580662,U0624,C15055,09/06/2023,65,62,0,N,Night,Laptop
S575573,U0624,C02438,10/07/2022,71,5,1,N,Night,Laptop
S374825,U0624,C00606,01/06/2025,1860,77,1,N,Night,Laptop
S458513,U0624,C15836,07/05/2023,40,38,3,N,Night,Laptop
S739491,U0624,C05753,05/07/2024,50,53,3,Y,Night,Laptop
S761116,U0624,C01918,03/08/2023,435,72,2,N,Morning,Laptop
S462341,U0624,C15967,06/08/2022,5,6,1,N,Evening,Laptop
S764424,U0624,C00409,06/05/2023,79,67,3,Y,Morning,Laptop
S330307,U0624,C04038,27/12/2024,1463,48,1,N,Morning,Laptop
S727198,U0624,C13473,01/02/2023,252,42,0,Y,Night,Laptop
S946646,U0624,C12592,28/04/2025,25,27,3,Y,Afternoon,Laptop
S386317,U0625,C09294,06/04/2023,355,59,0,N,Morning,Laptop
S859659,U0625,C00166,05/05/2023,62,57,3,Y,Evening,Laptop
S834489,U0625,C03710,21/01/2022,1171,65,0,Y,Night,Laptop
S572542,U0625,C16429,21/09/2024,34,40,0,Y,Evening,Laptop
S890054,U0625,C03595,18/06/2023,33,29,0,Y,Evening,Laptop
S381267,U0625,C02613,13/09/2022,72,52,1,N,Night,Laptop
S216011,U0625,C12247,07/06/2022,105,95,0,Y,Afternoon,Laptop
S558942,U0625,C08611,23/03/2025,507,84,0,N,Evening,Laptop
S210164,U0625,C03030,18/08/2022,81,73,3,Y,Morning,Laptop
S667644,U0625,C16561,03/05/2024,1095,91,2,N,Evening,Laptop
S415468,U0625,C12393,19/06/2025,63,53,0,Y,Morning,Laptop
S754894,U0625,C15143,06/08/2023,5,4,1,N,Evening,Laptop
S538523,U0625,C09241,10/01/2025,89,93,1,Y,Night,Laptop
S928025,U0625,C10247,25/07/2024,1121,93,0,Y,Afternoon,Laptop
S875491,U0625,C13646,26/12/2024,41,47,3,Y,Morning,Laptop
S543999,U0626,C17254,01/06/2022,38,84,3,N,Night,Tablet
S729356,U0626,C16884,23/12/2023,74,12,0,Y,Morning,Tablet
S977913,U0626,C15505,12/04/2025,31,23,0,N,Night,Tablet
S531429,U0626,C11426,05/07/2024,71,88,1,N,Night,Tablet
S540504,U0626,C14830,03/11/2024,14,2,2,Y,Morning,Tablet
S882893,U0626,C10945,29/08/2024,19,15,2,N,Afternoon,Tablet
S925052,U0626,C04957,20/06/2023,8,7,2,N,Evening,Tablet
S721996,U0626,C03559,10/07/2025,27,4,0,N,Night,Tablet
S106999,U0626,C15126,03/02/2024,84,79,0,N,Morning,Tablet
S435093,U0626,C01190,11/06/2025,9,8,1,Y,Afternoon,Tablet
S719426,U0626,C13593,17/01/2022,10,9,3,N,Night,Tablet
S120850,U0626,C15211,20/01/2025,72,66,1,N,Night,Tablet
S377243,U0626,C00772,30/11/2023,71,78,3,Y,Night,Tablet
S602206,U0626,C12063,24/07/2025,228,38,3,N,Night,Tablet
S698117,U0626,C01512,03/10/2024,52,39,0,Y,Afternoon,Tablet
S329117,U0627,C17522,24/01/2024,83,91,1,N,Morning,Mobile
S211645,U0627,C05138,08/03/2023,3777,78,1,N,Afternoon,Mobile
S250276,U0627,C16088,09/03/2024,48,47,0,N,Morning,Mobile
S660623,U0627,C12497,03/05/2025,8,6,1,Y,Morning,Mobile
S308833,U0627,C07282,21/07/2024,34,64,0,N,Night,Mobile
S434453,U0627,C15262,17/01/2024,80,86,0,N,Afternoon,Mobile
S753511,U0627,C00289,27/04/2023,162,27,3,N,Afternoon,Mobile
S994663,U0627,C07545,12/07/2022,43,46,1,N,Evening,Mobile
S466180,U0627,C04874,21/01/2023,38,46,2,Y,Morning,Mobile
S826382,U0627,C00533,18/04/2023,81,84,3,N,Evening,Mobile
S523823,U0627,C06684,20/03/2024,81,77,0,N,Morning,Mobile
S652845,U0627,C15611,05/01/2022,12,13,1,N,Evening,Mobile
S724067,U0627,C02075,09/02/2025,18,28,0,Y,Night,Mobile
S394185,U0627,C01406,30/07/2023,1011,84,1,Y,Afternoon,Mobile
S450408,U0627,C02669,07/05/2024,188,31,2,N,Afternoon,Mobile
S583618,U0628,C03162,17/12/2023,42,77,1,Y,Evening,Laptop
S645794,U0628,C07525,04/07/2024,69,70,3,Y,Afternoon,Laptop
S863531,U0628,C04730,08/08/2025,53,57,2,Y,Morning,Laptop
S451552,U0628,C14984,28/04/2022,24,19,1,Y,Morning,Laptop
S766630,U0628,C14535,11/06/2022,36,59,0,N,Morning,Laptop
S872779,U0628,C15252,22/08/2025,76,83,0,Y,Afternoon,Laptop
S621594,U0628,C07104,15/09/2022,76,98,2,N,Morning,Laptop
S742100,U0628,C07705,31/08/2023,266,44,0,N,Afternoon,Laptop
S541144,U0628,C03204,04/02/2022,218,36,1,N,Afternoon,Laptop
S486984,U0628,C12938,19/01/2023,28,31,0,Y,Morning,Laptop
S533757,U0628,C03471,09/07/2022,16,13,1,N,Morning,Laptop
S873819,U0628,C05840,07/12/2023,25,22,2,Y,Night,Laptop
S384398,U0628,C07067,22/02/2022,61,78,3,Y,Night,Laptop
S358376,U0628,C12083,23/07/2025,14,31,0,Y,Morning,Laptop
S379463,U0628,C16720,20/02/2023,23,95,1,N,Afternoon,Laptop
S301831,U0629,C02236,02/02/2023,42,35,3,N,Afternoon,Smart TV
S834160,U0629,C15427,02/07/2023,74,82,0,N,Morning,Smart TV
S902125,U0629,C03150,09/02/2022,89,90,1,Y,Morning,Smart TV
S690245,U0629,C16093,26/03/2024,44,97,2,Y,Evening,Smart TV
S440360,U0629,C03146,23/09/2025,232,38,2,Y,Evening,Smart TV
S182400,U0629,C13553,14/01/2024,81,98,3,Y,Night,Smart TV
S347804,U0629,C03936,16/06/2023,119,90,1,N,Evening,Smart TV
S612054,U0629,C15570,03/08/2023,136,22,0,Y,Afternoon,Smart TV
S976821,U0629,C12879,16/07/2025,77,88,3,N,Afternoon,Smart TV
S315405,U0629,C07601,04/08/2025,31,56,3,N,Morning,Smart TV
S718263,U0629,C08798,12/05/2025,24,31,1,Y,Morning,Smart TV
S946913,U0629,C03545,13/11/2025,103,98,1,N,Afternoon,Smart TV
S797380,U0629,C03327,20/07/2022,24,23,2,Y,Evening,Smart TV
